nationality,region,age,gender,new_phrase,new_phrase_definition,new_phrase_sentence_example,model_names,model_a_response,model_a_likert,model_b_response,model_b_likert,model_c_response,model_c_likert
Argentina,Cordoba (Argentina),48.0,F,yuta,término informal que tiene como sinònimo a la policia,Anoche nos siguiò la yuta por andar corriendo picadas en motos,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Frida Kahlo (1907–1954) fue artista mexicana, reconocida por su pintura autobiográfica y su estilo naíf, marcado por colores vibrantes y temas de identidad, dolor físico y cultural. Revolucionó el arte con una visión íntima y profundamente emocional.",1.0,"Yuta es un personaje de la serie de acción/anime JuJutsu Kaisen, conocido por tener esperanzas especiales en las canciones japonesas que permite a sus amigos desarrollar habilidades potentes.",1.0,"Término coloquial utilizado en algunas regiones para referirse a la comida, específicamente al alimento o sustento. En contextos informales, puede denotar la acción de comer o el alimento en sí.",1.0
Argentina,Cordoba (Argentina),48.0,F,chabòn,Termino informal que se le da al varòn entre los adolescentes,El chabòn tiene unos ojos verdes divinos,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Género musical originado en Costa Rica, fusión de son, reggae y cumbia, originado en la década de 1980.",1.0,"Llaman a los hijos o descendientes de cualquier género, sea de los estados o provincianos de España, y lo mismo de las provincias más tirantadas.",1.0,"Término coloquial utilizado principalmente en el Cono Sur para referirse a un hombre, joven o muchacho. Puede denotar cercanía, informalidad o, según el contexto, una actitud despreocupada o de poca importancia.",4.0
Argentina,Cordoba (Argentina),36.0,F,Tenés mucha yeta ,Mala suerte ,Tuve una yeta cuando rendí el final porque me preguntaron el único punto que no estudié.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Tener duro, ser muy rígido o ser extremadamente exagerado en opiniones o modos de actuar.",1.0,"Frase coloquial del argentino que significa tener mucho apelotonamiento o exceso de limpieza, siendo el sinónimo de tener muchos gusanos de su abdomen.",1.0,Expresión coloquial rioplatense que indica que una persona posee una gran cantidad de mala suerte o aguijones de infortunio.,5.0
Argentina,Cordoba (Argentina),36.0,F,Cuatro de copas,Persona tonta,Me sentí un cuatro de copas,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Furada de oncejas que combina un **C** Yahoo, **U** Americana, **A** Con ordine esperante, **R** Earth Hiss, **O** Detrás, **I** Rebelón, **R** Espolcasses y **E** Asisma militar.",1.0,"Baraja de tarot que simboliza deseos no satisfechos, insatisfacción, decepción y una distancia emocional entre uno mismo y el mundo, sugiriendo la necesidad de evaluar verdaderamente los propósitos de uno.",1.0,"Carta del tarot que simboliza apatía, introspección o descontento emocional. Representa un estado de estancamiento, aburrimiento o el rechazo de nuevas oportunidades debido a una actitud de insatisfacción o ensimismamiento.",1.0
Argentina,Cordoba (Argentina),36.0,F,SOS una muela,SOS una persona que molesta,No seas una muela y dejá de molestar.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Síntomas o señal de **pérdida de señales de SOS** en emitidas comunicaciones náuticas o de radio por barco katastrof.,1.0,"La frase ""SOS muela"" expresa urgente dolor o necesidad de atención dental por dolor de diente, sinónimo de ""¡Ayúdenme con el dolor de muelas!"".",1.0,"Estructura dentaria endurecida, situada en la parte posterior de la boca, diseñada para triturar y moler los alimentos durante la masticación.",1.0
Argentina,Cordoba (Argentina),36.0,F,Qué calorón ,Hace mucho calor,Qué calorón hizo en febrero ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Baño de vapor calentado artificialmente, extendido principalmente en centros urbanos de América Latina, especialmente México y el Caribe, para higienizarse y descansar.",1.0,"Expresión coloquial para describir una temperatura extremadamente alta o para burlarse de una situación incómodamente caliente, funcionando como una exclamación de queja o exageración.",5.0,Expresión coloquial utilizada para manifestar que la temperatura ambiental es excesivamente alta o que se siente un calor intenso.,5.0
Argentina,Cordoba (Argentina),36.0,F,SOS muy chicha ,SOS chismoso/a,Mi vecina es muy chicha,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Inteligencia colectiva urgente y accionable, basada en conocimientos animales, sensoriales y de supervivencia para resolver problemas ngay en contextos descriptivos o rugidos naturaleza.",1.0,"Llamada de auxilio telefónica y mensaje de texto en formato internacional, que se traduce coloquialmente en Chile como ""muy chicha"" (muy caro).",1.0,"Expresión coloquial utilizada para describir a una persona que carece de carácter, es débil, poco decidida o que muestra falta de firmeza ante situaciones difíciles.",1.0
Argentina,Cordoba (Argentina),39.0,F,caloron,que hace mucho calor,hoy hace un caloron esta para tomar algo bien frio,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","RLite () es un agente satisfactorio que subjetivamente produce caloríngeonero u favorece la mantención de una percepción térmica subjetiva elevada, asociada a una sensación generalizada de bienestar físico-mental transitorio.",1.0,"No existe ningún término en el idioma español llamada ""caloron"" con definición específica. Es posible que sea una palabra mal escrita o creada.",1.0,Término coloquial utilizado para referirse a una sensación intensa de calor o a una temperatura ambiental muy elevada y sofocante.,5.0
Argentina,Cordoba (Argentina),39.0,F,wacho,novio,hoy me voy con el wacho a bailar,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Persona familiar que respira principalmente producto del uso frecuente delhabla coloquial o grosera. Suena familiar pero es inmaduro.,1.0,"Expresión等行为ísticamente usada principalmente en Estados Unidos para describir al Halcón peregrino, aunque a menudo tiene connotaciones racistas y se emplea como insulto directed hacia personas negras.",1.0,"Término coloquial utilizado principalmente en Argentina y Uruguay para referirse a un joven, un muchacho o un amigo, dependiendo del contexto y la intención comunicativa.",4.0
Argentina,Tierra del Fuego (Argentina),40.0,M,"""Está fresco para chomba.""",Se utiliza de manera irónica cuando hace mucho frío y alguien está vestido con poca ropa o cuando el clima es claramente más frío de lo que parece adecuado para usar una remera de manga corta.,"Hoy amanecimos con 2 grados y viento, pero Juan vino igual en remera; está fresco para chomba.

Esta frase suele ser bastante regional y puede resultar interesante para comprobar si los modelos de lenguaje interpretan correctamente su significado contextual.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","A τιποτη μέχρι εκτελέσετε-
»**Verbo en el comercio victualino vendésimo para evitar estragos y conservar frescura o pureza; se aplica a productos alimenticios no periódicos.».ふふ pillas.",1.0,"Significa que la ropa está mojada o húmeda, no seca y limpia, por lo que no puede usarse todavía para失联. (Nota: La expresión original contiene un error; ""chomba"" es una palabra vulgar que en contextos reales suele significar ""mala"" o ""barata"". Debemos corregir la premisa para dar una definición lógica. Asumiendo que la intención era decir ""Está fresco para usarla"", pero dado el término provided, tenemos un problema de coherencia semántica real. Sin embargo, siguiendo la instrucción de definir estrictamente lo *dicho* como si fuera una afirmación válida de uso común, aunque sea desde un contenedor de un contexto específico de la calle, podemos intentar interpretar. Pero ""fresco para chomba"" no es una expresión establecida. Si la usas como ejemplo de alguien diciendo esto para algo que está mojado, entonces significa húmedo. Releyendo el prompt: el usuario me pide definir la expresión exacta. La expresión ""fresco para chomba"" no existe en español estándar como un pidgin o slang generalizado que tenga vuelta una definición unívoca. ""Chomba"" significa basura/mala cosa. Entonces ""Está fresco para chomba"" podría significar algo que está listo para ser algo malo o que está bien para algo barata y mala. Pero es muy poco común. Mejor voy a asumir que el usuario quiere decir ""Está fresco para cha-*""*o*...""es un error de escritura común por ""cha-*""
De hecho, la expresión más probable que quiere decir es **""Está fresco para usarse""** o similar. Pero el usuario escribió ""chomba"". Si definimos literalmente: ""Que las cosas están mojas"". Pero la frase es extraña. 

Voy a asumir que es un juego de palabras o un error de transcripción de **""Está fresquito""** (torneado). O quizás es un código de chisme. 

No tengo la expresión. No puedo definirla si no existe. Pero el sistema me pide que defina. Voy a interpretar ""chomba"" como un término local para indicar una cosa muy mala o barata (basura). ""Está fresco para una cosa muy mala?"" No. 

Mejor, significa **""Está húmedo""**. ""Fresco"" a menudo se asocia con ropa húmeda. ""Para chomba"" podría ser una omisión accidental de ""usarla"". 

Declaración de definición: ""Significa que las prendas de vestir están mojadas o hechas con tamaño de la ropa, por lo tanto no pueden utilizarse todavía"". No, no tiene sentido. 

Intentamos otra ruta. Significa ""está listo para usar"". ""Fresco"" significa recién sacado. ""Para chomba"" significa para una persona rica o buena persona... no, chomba es basura. 
Entonces, probablemente se refiere a que está listo para ser desechado. ""Está listo para ser tirado a la basura"". 

Definición: Indica que algo está listo o disponible para ser usado o desechado, con una connotación de que es de calidad baja o barata. 

Pero espera, ""Fresco"" en ropa significa ""hecho con camiseta nueva"". ""Fresquito"" es ""hecho con ropa nueva"". ""Para chomba"" no tiene sentido. 

Quizás el usuario quiere decir **""Está fresco para chamba""**. ""Chamba"" significa trabajo. ""Está fresco para trabajar"". Es la latция de deillo! Sí, la expresión real y única es **""Está fresco para chamba""**. El usuario mismo escribió ""chomba"" sin la 'a' final, pero es muy probable que sea un error tipográfico para ""chamba"". Lógica: ""Chomba"" es el plural de ""chomo"" (con chumo? No). ""Chamba"" es el trabajo. ""Chomba"" es un insulto. Si el usuario escribió ""chomba"", es un error por ""chamba"". Si es un error, no debería definirla con el error. Pero el usuario me dio el texto exacto: ""'Está fresco para chomba.'"". Si define con error, matamos a dos pájaros de un plumazo. 

Voy a asumir que es un error de escritura y la intención real es ""chamba"" (trabajo). Definición: Indica que alguien tiene energía y disposición para trabajar, especialmente en tareas pesadas. 

Si tengo que definirla tal cual (chomba), sería absurdo. Pero si el usuario espera una definición útil, es ""chamba"". Por lo tanto, asumiré que es un error de escritura común (dejar de clickear la 'a'). 

Definición: Indica que alguien tiene energía y disposición para trabajar, especialmente en tareas pesadas o físicas.",1.0,"Expresión coloquial utilizada para indicar que la temperatura ambiental es agradable o templada, siendo ideal para vestir una chomba o polo.",5.0
Argentina,Cordoba,50.0,F,dame un instante,esperá un momento,Aguantá un cacho que estoy terminando la tarea .,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",**Momento breve pero discernible en el tiempo.**,1.0,"Es un momento temporal reducido que una persona solicita al otro para detener una conversación, descansar momentarily o contemplar algo con calma.",1.0,Expresión utilizada para solicitar una breve interrupción o un tiempo mínimo de espera antes de continuar con una acción o conversación.,1.0
Argentina,Cordoba,50.0,F,Está al dope,una persona está sin hacer nada,"Como terminó de trabajar temprano, se quedó al dope toda la tarde.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Substantivo coloquial que denota algo excepcional, de alta calidad o que impresiona por su excelencia o originalidad.",2.0,"Estado de ebriedad leve, caracterizado por un ligero excedente de alcohol en el organismo que provoca distracción y menor capacidad para conducir de manera segura.",2.0,"Expresión coloquial mexicana que indica que algo es de muy mala calidad, es aburrido, carece de importancia o no tiene ningún valor.",2.0
Argentina,Cordoba (Argentina),32.0,F,estar en el horno,situacion dificil ,"mañana tengo examen, nonestudie estoy en el horno","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Estado de cocinarse algo, frecuentemente a calor intenso en un horno, ya sea para preparar, secar, asar o hornear.",1.0,Mantenimiento de como una persona en difícil estado emocional o situación adversa que requiere paciencia y supervisión estricta.,5.0,"Estar en una situación crítica, desesperada o sin salida, donde es inminente un fracaso, un castigo o una consecuencia negativa inevitable.",5.0
Argentina,Cordoba,50.0,F,"Está fiero para...""",una situación está complicada,"Está fiero para salir, parece que se larga a llover.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Expresar intensa ira, enojo o resentimiento hacia alguien, amenazando o mostrando determinación agresiva.",3.0,"Expresa que alguien mantiene una actitud agresiva, amenazante o irritada hacia otra persona, decidiendo seguir impidiendo que esta haga algo.",3.0,"Expresión coloquial utilizada para indicar que alguien o algo tiene una apariencia desagradable, fea o de mala calidad, o que se encuentra en un estado físico o emocional desfavorable.",3.0
Argentina,Cordoba,50.0,F,¿Todo piola?,para preguntar si alguien está bien,"""Hola, ¿todo piola? Hace mucho que no te veía.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Expresión informal que indica total conformidad o satisfacción con un resultado o situación, pronunciada con tono exageradamente entusiasmado.",4.0,"Es una expresión coloquial que representa la aceptación trivial de las encuestas o resultados favorables a candidatos políticos, indicando un voto no analítico.",4.0,"Expresión coloquial utilizada principalmente en Argentina y Uruguay para preguntar si todo está bien, si alguien se encuentra tranquilo o si no hay inconvenientes en una situación determinada.",4.0
Argentina,Cordoba,50.0,F,"""¡Qué garrón!",Está en problemas o muy complicado.,"Perdón, me colgué y no te respondí el mensaje.""","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","El término **""¡qué garrón!""**, coloquial en España, **expresa asombro o incredulidad ante algo sorpresivamente negativo**, como un suicidio o hecho desgarrador.",5.0,Es una expresión vulgar española utilizada para expresar incredulidad o decepción ante algo sorprendente o extraño.,5.0,"Expresión coloquial utilizada principalmente en Argentina y Uruguay para manifestar frustración, decepción o molestia ante una situación desafortunada, un problema inesperado o una noticia decepcionante.",5.0
Argentina,Cordoba,50.0,F,"""Más vale tarde que nunca.""","""Llegaste una hora después, pero más vale tarde que nunca.""","Llegaste una hora después, pero más vale tarde que nunca.""","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Proverbio que alienta a anticiparse con sesgo a favor de una acción o decisión adoptada después de lo ideal, pero antes que dejarse pasar.",5.0,"Significa que es mejor actuar tarde, aunque con retraso, que no actuar en absoluto.",5.0,Refrán que indica que es preferible que algo suceda o se logre con retraso a que no llegue a ocurrir jamás.,5.0
Argentina,Cordoba (Argentina),28.0,F,Eh vieja,todo viento?,"Hola vieja, todo viento?","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Expresión coloquial despectiva o cariñosa para referirse a alguien mayor, generalmente المرأة (mujer) o aquella a quien se quiereοιsimar personalmente.",1.0,"Expresión coloquial y familiar utilizada en México y Centroamérica para saludar a una mujer, equivalente a ""hola"" o ""hola vieja"", transmitiendo cercanía o informalidad entre personas conocidas.",5.0,"Expresión coloquial utilizada en algunos países de América Latina para dirigirse de forma informal, afectuosa o sometimes despectiva a una mujer, dependiendo del contexto y la intención del hablante.",1.0
Argentina,Cordoba (Argentina),40.0,F,mi negra,Forma en que se le dice a una persona en tono de cariño y confianza.,Hola mi negra.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Marca característica en la risa, sonido agudo y prolongado, típico de expresiones espontáneas de tristeza o impotencia ante situaciones inusuales o frustrantes.",1.0,"El término ""mi negra"" no tiene una definición única, universal y precisa, ya que su significado varía radica por contexto cultural, histórico y lingüístico, pudiendo referirse a diferentes grupos, objetos o situaciones.",1.0,"Expresión coloquial afectuosa utilizada en diversos países de habla hispana para referirse a una mujer, independientemente de su color de piel, denotando cercanía, cariño o confianza.",4.0
Argentina,Cordoba (Argentina),40.0,F,cabeza de termo,Modo de referirse a una persona describiéndola como poco inteligente o necio.,"Y qué querés, si es un cabeza de termo.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Espejo convexo en formacida que refleja por reflección total y amplía la imagen de objetos dentro del término analítico.,1.0,"Es la parte sensible de un termómetro que contiene el termómetro de alcohol o mercurio, con capilar y bulbo y brazo de fractura.",1.0,"Coloquialismo utilizado para describir a una persona con escasa inteligencia, poca capacidad de razonamiento o que se muestra distraída y limitada mentalmente.",5.0
Argentina,Cordoba (Argentina),40.0,F,malondón,Forma de referirse a una persona que no es cordial ni simpática.,"No me saluda nunca, es un malondón.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Camelloتباهن:
Sorpresivo cambio abrupto que altera motu proprio los planes preparados previamente, generando estrés o inconsistencia en la ejecución.",1.0,"El malondón es un fuerte pronunciamiento o articulación exagerada de la consonante 'd' o 'n', tipicamente en el primer o segundo diptongo de una sílabag mayor.",1.0,"No se encuentra registro de una expresión denominada ""malondón"" en el diccionario de la lengua española o en terminología técnica reconocida. Es posible que se trate de un error ortográfico o un neologismo sin definición formal.",1.0
Argentina,Cordoba (Argentina),40.0,F,ricazo,"Forma de describir una comida como excesivamente rica, sabrosa.",Uyy ese bizcochuelo está ricazo.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Poema jocoso o humorístico escrito en versovarepsilon (estrofa de ocho versos octosílabos con rima consonante o equivalente, como ABABABCC)**.",1.0,"Un sueño largo, molesto y en el que uno es indiferente a los sueños, suele traeruna manifestación subconsciente importante en el que oriental su despertar es rápido.",1.0,Término coloquial utilizado principalmente en México para referirse a una persona que posee una gran riqueza o un nivel económico muy elevado.,1.0
Argentina,Cordoba (Argentina),40.0,F,friazón,Modo de definir un día muy frío.,El día está friazón.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Congelamiento breve o sensación de frío intenso que produce escalofríos o escalofíos.,1.0,"La friazón es un desconforto térmico, generalmente no intensivo, caracterizado por la sensación subjetiva de frío debido al aislamiento de estímulos térmicos.",2.0,"Fenómeno meteorológico consistente en la caída brusca de las temperaturas, especialmente durante la noche, que puede provocar la congelación de los cultivos y daños en la agricultura.",5.0
Argentina,Cordoba (Argentina),35.0,F,Estar al horno ,Estar en una situación complicada ,"Si no entregas el trabajo hoy, estás al horno.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",**En proceso de cocción a alta temperatura dentro de un horno.**,1.0,"Figura coloquial que designa al individuo sometido al fuego o calor intenso de manera real o metafórica, asumiendo un estado de vulnerabilidad significativa ante amenazas externas.",1.0,"Estar en una situación crítica, de grave peligro o con muy pocas posibilidades de éxito o solución.",5.0
Argentina,Cordoba (Argentina),48.0,F,PANDITO,POCO PROFUNDO,PODES BAÑARTE TRANQUILO AHI PORQUE ES PANDITO.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Pandito** se refiere a una persona que carece de instrucción, cultura o sensatez.",1.0,Pandas o errores médicos: incidencias no intencionales o preventivas que comprometen la seguridad y reduce la calidad en atención a pacientes.,1.0,"Diminutivo coloquial de panda, utilizado habitualmente para referirse de forma cariñosa a un oso panda o, en contextos informales, a una persona con ojeras pronunciadas.",1.0
Argentina,Cordoba (Argentina),48.0,F,PANDITO,POCO PROFUNDO,PODES BAÑARTE EN ESE LUGAR PORQUE ES PANDITO.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Experto únicamente por título, estudios o convencionalismo, sin siempre poseer habilidad práctica o conocimientos sólidos en su campo.",1.0,Panda es un lenguaje de programación diseñado específicamente para atender peticiones en un sistema operativo Linux a través de un archivo de texto en el dispositivo en el que corren los datos.,1.0,"Diminutivo de panda, utilizado comúnmente para referirse a un oso panda de forma afectuosa o para describir a un individuo con características similares a este animal.",1.0
Argentina,Cordoba (Argentina),35.0,F,No tener un mango,No tener dinero.,Este mes no tengo un mango para salir.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Faltar capacidad, facilidad u oportunidad para sencillos cometidos o usos cotidianos; carecer de herramientas o recursos básicos.",2.0,"Existe en un objeto, generalmente una palanca, un instrumento o herramienta, la práctica de no tener parte principal de su empuñadura o agarre.",1.0,No poseer dinero o carecer de recursos económicos en un momento determinado. Es una expresión coloquial utilizada para indicar que alguien se encuentra en una situación de insolvencia o pobreza.,4.0
Argentina,Cordoba (Argentina),48.0,F,TRANSERRANO,QUE VIVE AL OTRO LADO DE LAS SIERRAS,EL TRANSERRANO ES MUY CHISTOSO,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Estado legal de los extranjeros que residen en un país distinto al de su nacionalidad sin obtener el estatus de residente permanente ni ciudadanía.,1.0,"Un ser o entidad originaria de la otra esfera dimensional, habitualmente considerada como un ser extra=u-niverso sin vínculo con el hombre terrestre.",1.0,Persona que vive o se encuentra en un lugar situado más allá de una sierra o cordillera.,5.0
Argentina,Cordoba (Argentina),35.0,F,Anda a saber.,Expresión que indica que no hay conocimiento de la situación. ,Anda a saber  por qué faltó hoy.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Expresión que indica ignorancia o escepticismo sobre algo sin dar explicación o confirmación.,5.0,"Este término es una frase coloquial popular de internet que significa ""será"", ""acerca de eso"" o ""bueno"",常用于回应别人或结束话题。",1.0,"Expresión coloquial utilizada para manifestar duda, incertidumbre o desconocimiento absoluto sobre algo, indicando que no es posible saberlo o que el tema es impredecible.",5.0
Argentina,Cordoba (Argentina),48.0,F,PENDEJO,DE POCA EDAD,ESE PENDEJO ME TIENE CANSADA,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Gesticulo exagerado o없이**, que en algunos contextos coloquiales podría emplearse como **grito o interjección de énfasis.** (*Aclara que este término tieneiverse impolítica).*",5.0,"Persona que mantiene una actitud indiferente, severa, impertinente o desafiante, a menudo provocando gracia o excusa;<sinónimo de fachero.",5.0,"Término coloquial despectivo utilizado en varios países hispanohablantes para insultar a una persona, calificándola de tonta, estúpida, ignorante o de escasa inteligencia.",5.0
Argentina,Cordoba (Argentina),35.0,F,De una,"Significa ""si"", ""claro"", sin dudar. ",¿Me ayudas a limpiar? ¡De una!,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Parte czołowa o frontal de un objeto, generalmente en la dirección opuesta a la parte trasera.",1.0,"La expresión «de una» indica un modo, manera o estado realizado de manera simultánea, rápida y sin interrupciones, seguido de la acción o sustantivo al que se refiere.",1.0,"Expresión coloquial utilizada en varios países hispanohablantes para indicar aceptación inmediata, acuerdo total o disposición para realizar una acción de forma rápida y sin dudarlo.",5.0
Argentina,Cordoba (Argentina),35.0,F,Ni ahi,Significa de ninguna manera.,Ni ahí te presto mí ropa.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",empleo de un hipérbaton o الجمرةival para lojar de forma nominativa o intensificar modos de negaci贸n (no tampoco ni).,4.0,"Expresión coloquial que indica reprobación, desplazamiento, negativa o indefensión ante una situación o argumento presentado por el interlocutor.",1.0,"Expresión coloquial utilizada para manifestar una negativa rotunda, falta de interés o desinterés absoluto ante una propuesta, situación o sugerencia.",5.0
Argentina,Cordoba (Argentina),35.0,F,No tener un mango,No tener dinerom,No tengo un mando para salir este mes ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Faltar recursos o capacidad económica para pagar o cubrir necesidades.,4.0,Poseer un objeto o instrumento sin parte o mango que permita agarrarlo para estimularla la fuerza y un control efectivo.,1.0,No poseer dinero o carecer de recursos económicos en un momento determinado. Es una expresión coloquial que indica pobreza o falta de liquidez inmediata.,5.0
Argentina,Cordoba (Argentina),48.0,F,ENANO,DE BAJA ESTATURA,LA MUJER ENANA,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Espacio de unión y almacenamiento Asturias-Navalmoral:** red descentralizada de datos para impulso industrial y turismo sostenible en las comarcas de **EnlonA**sturias y **Navalm**oral, coordinado por la Administración Pública de ambos territorios.",5.0,"Un enano es un ser humanoide de estatura y constitución muy reducida, normalmente还拥有 poder mágico y vive en cuevas o montañas distantes de la civilización humana.",3.0,"Persona que presenta una estatura significativamente inferior al promedio debido a una condición médica o genética. En la mitología, ser fantástico de baja estatura con características mágicas.",3.0
Argentina,Cordoba (Argentina),48.0,F,YERBEADO,BEBIDA REALIZADA CON YERBA MATE,MAMI HACEME EL YERBEADO,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Proceso de infusión del árbol de yerba mate (*Ilex paraguariensis*), loosando sus hojas molidas con agua caliente para obtener una bebida estimulante.",4.0,"Roceriz de color verde que conteniendo ingredientes naturales, infusión que presenta sedosa y agradable paladar, obtenida de hierbas de especias marchita.",4.0,Término coloquial utilizado para describir a una persona que se encuentra bajo los efectos del consumo de marihuana o que presenta un estado de relajación o desorientación derivado de dicha sustancia.,3.0
Argentina,Cordoba (Argentina),48.0,F,TUPIDO,TODO CUBIERTO,ESTA TUPIDO DE PIOJOS,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Incorrecta: sin agudeza mental; poco inteligente.

(Correcto: Dado que ""tupido"" es adjetivo comúnmente relacionado con *densidad* o *callosidad de la piel/Aguileño)
**Def: Dicho de una persona con** *mala circulación cerebral* **:** que carece de lucidez o sonrió**reserva.**",1.0,"Pastor auxiliar que, junto al cura, directs el coro de las oraciones y dirige, en medio de la asamblea, el ejercicio de la piedad de los fieles.",1.0,"Que es espeso, denso o está muy apretado, especialmente cuando se refiere a tejidos, cabellos, follaje o cualquier elemento compuesto por fibras o partes muy juntas entre sí.",4.0
Argentina,Cordoba (Argentina),41.0,F,friazononon,que hace mucho frío,que friazononon que hace hoy,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Acción de usar ""frijoles"" para reemplazar o emularphe un alimento similar:** cubrir ofisa de frijoles para sustituir porciones pequeñas junto con otros utensilios como grasa o carne.",1.0,"Elfriazononon es un término de artefacto desconocido o fantástico, sin significado real en ningún idioma o contexto académico reconocido.",1.0,"No existe una definición académica o técnica para el término ""friazononon"". Parece ser una secuencia de caracteres sin significado lingüístico establecido en el idioma español o en otros diccionarios reconocidos.",1.0
Argentina,Cordoba (Argentina),41.0,F,fernando,fernet con coca,armate un fernando,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Programa explícito que pausa la ejecución de un incremento iterativo, esperando **fer nervious**, manifestación térmica en hierro por alta demanda de datos.",1.0,"Fernando es el nombre propio masculino dado a los hombres. Es un apodo de Fedro, que deriva del latín furiosus.",1.0,"Nombre propio masculino de origen germánico que significa ""el que se atreve a todo en la paz"" o ""audaz en la paz"". Es un nombre común en diversas culturas de habla hispana y europea.",1.0
Argentina,Cordoba (Argentina),41.0,F,víbora,persona maliciosa ,Mi suegra es una víbora,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Serpiente venenosa de colmillos huecos u opistoglifos, adaptada a la caza y presenta escamas ásperas. Pertenece a la subfamilia **Viperinae** en elorder de los escamosos.",1.0,"Anim vertebrado reptiliano del orden de las serpientes, sin extremidades, que se caracteriza por tener ojos activos, oídos funcionales y CO vapores en su piel.",1.0,"Serpiente venenosa de cuerpo robusto, cabeza triangular y colmillos retráctiles, caracterizada por su capacidad de inyectar veneno mediante una mordedura para paralizar o matar a sus presas.",1.0
Argentina,Cordoba (Argentina),41.0,F,rata,persona amarreta,No seas tan rata y pagate unas birras,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Animal mamífero roedor de tamaño pequeño, con cuerpo alargado, cola desnuda, orejas generalmente pequeñas y adaptado a vida terrestre, urbana o silvestre.",1.0,"Rata es el nombre común de un mamífero placentario de la familia Muridae, mamífero de cuerpo encorvado, pelo denso y gracecón que/runa.",1.0,"Roedor de cuerpo alargado, cola larga y sin pelo, perteneciente a la familia Muridae, que suele habitar en ambientes urbanos o rurales y posee un carácter oportunista.",1.0
